periode;code_entite;code_projet;code_business_line;ca_eur;opex_eur;capex_eur;ebitda_eur;commentaire_source
2023-03;ENT_FR_001;PRJ_004;BL_SUP;1050373.9496120969;560490.9660665051;1321969.4193004856;489882.9835455918;Source données test
2024-06;ENT_MA_001;PRJ_010;BL_SUP;1988341.8269320729;785369.6793305782;1565191.5567716036;1202972.1476014946;Source données test
2023-05;ENT_MA_001;PRJ_006;BL_SUP;974025.663105916;65536.19329295661;350432.5333526444;908489.4698129595;Source données test
2023-12;ENT_IT_001;PRJ_001;BL_EXP;4383886.105990165;1366252.243067601;1452341.435912327;3017633.862922564;Source données test
2024-10;ENT_IT_001;PRJ_004;BL_SUP;3057089.5663226284;1256990.4468465834;1613878.219367924;1800099.119476045;Source données test
2024-06;ENT_FR_001;PRJ_003;BL_CONST;3507536.676807461;1582519.7564008527;1964298.9970833675;1925016.920406608;Source données test
2023-04;ENT_ES_001;PRJ_004;BL_CONST;1708144.4926856265;473119.705720593;195428.85076564213;1235024.7869650335;Source données test
2024-02;ENT_ES_001;PRJ_009;BL_SUP;1567273.2014102447;204460.3991121184;1282355.463651055;1362812.8022981265;Source données test
2024-02;ENT_ES_001;PRJ_006;BL_EXP;4215031.199614525;1001529.0731061014;1152307.0970298294;3213502.126508424;Source données test
2024-07;ENT_MA_001;PRJ_010;BL_CONST;909941.1437538553;397300.2433634693;1179904.089024366;512640.90039038594;Source données test
2023-05;ENT_FR_001;PRJ_003;BL_DEV;375066.90673942905;199261.6354291073;466571.8332529506;175805.27131032178;Source données test
2023-05;ENT_IT_001;PRJ_001;BL_DEV;2345115.745015674;705422.3001636286;284290.34538356867;1639693.4448520453;Source données test
2023-06;ENT_DE_001;PRJ_003;BL_DEV;3923044.0108075016;66194.06536237737;133414.89713369426;3856849.945445124;Source données test
2023-11;ENT_IT_001;PRJ_009;BL_EXP;4620852.984630169;1335190.098061158;46537.20033568791;3285662.8865690115;Source données test
2023-09;ENT_IT_001;PRJ_007;BL_EXP;1450500.4595268324;695680.1691375724;1950172.6125066013;754820.29038926;Source données test
2023-09;ENT_FR_001;PRJ_006;BL_SUP;866270.841576895;450749.5184336555;112071.16115132968;415521.3231432395;Source données test
2023-10;ENT_FR_001;PRJ_005;BL_SUP;1644428.653377059;772966.0904490321;191120.72930984205;871462.5629280268;Source données test
2024-11;ENT_ES_001;PRJ_004;BL_SUP;2844824.098963025;1602215.9467633136;123470.60098632706;1242608.152199712;Source données test
2024-01;ENT_FR_001;PRJ_005;BL_CONST;4899799.117870608;468931.58664221497;1455808.3405512073;4430867.531228393;Source données test
2024-04;ENT_ES_001;PRJ_003;BL_DEV;4740476.339919743;2753069.6349588954;382370.5795847598;1987406.704960848;Source données test
2024-08;ENT_IT_001;PRJ_010;BL_DEV;4268018.683421575;1459124.4681569345;1056314.0045212456;2808894.215264641;Source données test
2023-01;ENT_IT_001;PRJ_010;BL_EXP;431574.9733100078;197898.5930554061;1096205.6703384393;233676.3802546017;Source données test
2023-05;ENT_DE_001;PRJ_001;BL_CONST;912295.2468000512;520368.64729957;1702951.2355317106;391926.5995004812;Source données test
2023-01;ENT_ES_001;PRJ_007;BL_CONST;1523879.04305114;730199.8709190126;241633.13550263003;793679.1721321273;Source données test
2023-06;ENT_IT_001;PRJ_008;BL_DEV;3024565.7739377865;836778.6534661818;217950.33331964567;2187787.1204716046;Source données test
2024-08;ENT_IT_001;PRJ_008;BL_SUP;3289353.517449379;158513.9965872445;1449557.569088313;3130839.520862134;Anomalie: valeur_manquante
2024-08;ENT_FR_001;PRJ_010;BL_CONST;134624.8955766153;50709.74468569568;1059053.8273116103;83915.15089091961;Source données test
2024-03;ENT_ES_001;PRJ_007;BL_SUP;3002831.387424008;131367.13372864525;1222938.806764848;2871464.2536953627;Source données test
2023-06;ENT_DE_001;PRJ_004;BL_DEV;4831596.962065341;2353090.23537488;623135.2629632739;2478506.7266904614;Source données test
